judge,session,blind_id,prompt_id,displayed_label,response_hash,composite
kimi-k2.6,2,1d5cdea94691,repl-code-001,claude-opus-4.7,5e1adcd017,8.400
kimi-k2.6,2,099873eae4a7,repl-code-001,gpt-5.5,a2c295d8e5,8.600
kimi-k2.6,2,3973e351bad4,repl-code-001,claude-opus-4.7,bcaab024d6,9.400
kimi-k2.6,2,390d86dd1ebb,repl-creative-001,kimi-k2.6,18ffe26d1c,9.200
kimi-k2.6,2,6c9e9acd4dad,repl-creative-001,gemini-3.1-pro,3914796db0,6.200
kimi-k2.6,2,2edd843d3d9c,repl-creative-001,claude-opus-4.7,3be717de2a,9.600
kimi-k2.6,2,91df37219349,repl-creative-001,claude-opus-4.7,e9860d8135,7.400
kimi-k2.6,2,063ccef4e5e2,repl-design-001,gpt-5.5,0cfbc7b9ba,8.800
kimi-k2.6,2,497c66d60aec,repl-design-001,kimi-k2.6,1bc82ab247,8.800
kimi-k2.6,2,590ec56fb9d6,repl-design-001,kimi-k2.6,8e0a874016,9.000
kimi-k2.6,2,ee50e91cb940,repl-design-001,gemini-3.1-pro,ccf20f11ff,7.200
kimi-k2.6,2,5c6b2b195685,repl-ethics-001,gpt-5.5,a2a0ddcf5a,8.000
kimi-k2.6,2,2846e09e77fc,repl-ethics-001,gpt-5.5,b3eb125ea7,8.600
kimi-k2.6,2,ef76550bc4fe,repl-ethics-001,claude-opus-4.7,ccf4a39926,9.200
kimi-k2.6,2,f25aa1b9fa9b,repl-ethics-001,gpt-5.5,f53674646a,8.600
kimi-k2.6,2,d4f371866c43,repl-explain-001,gemini-3.1-pro,4893d71325,9.000
kimi-k2.6,2,e7eb4dea1361,repl-explain-001,gemini-3.1-pro,819b823278,7.800
kimi-k2.6,2,40d640df553f,repl-explain-001,kimi-k2.6,97433b368a,9.200
kimi-k2.6,2,86a4649aef67,repl-explain-001,gpt-5.5,caf29d0ba0,8.600
kimi-k2.6,2,d088e9e38d1c,repl-history-001,claude-opus-4.7,9f80277cea,8.600
kimi-k2.6,2,86a271fc7830,repl-history-001,gpt-5.5,c126f5aa1a,8.600
kimi-k2.6,2,1f9544d650fd,repl-history-001,claude-opus-4.7,d90d15605f,8.800
kimi-k2.6,2,eb144b8ac146,repl-history-001,gemini-3.1-pro,f53991af0c,9.400
kimi-k2.6,2,93be7d43aa34,repl-logic-001,kimi-k2.6,180473d57f,9.600
kimi-k2.6,2,18d5598abb7a,repl-logic-001,gpt-5.5,1dc7dc93dd,9.800
kimi-k2.6,2,9182455ebfa1,repl-logic-001,claude-opus-4.7,32844b97f7,4.000
kimi-k2.6,2,8a121aeba99f,repl-logic-001,gemini-3.1-pro,c66161276c,7.400
kimi-k2.6,2,dd535fb8d38c,repl-math-001,gemini-3.1-pro,086b8d5b34,7.400
kimi-k2.6,2,685403426ce6,repl-math-001,kimi-k2.6,19b01caacd,8.400
kimi-k2.6,2,dc33d23ef644,repl-math-001,gemini-3.1-pro,6b79f4dcb4,9.000
kimi-k2.6,2,366ef4b786ed,repl-math-001,claude-opus-4.7,b73872a0d3,9.200
kimi-k2.6,2,4c51ee035027,repl-philosophy-001,kimi-k2.6,1cdbd420f8,8.800
kimi-k2.6,2,a71a0998d2e9,repl-philosophy-001,claude-opus-4.7,4fcc3d7399,8.600
kimi-k2.6,2,ef92baf3f07e,repl-philosophy-001,kimi-k2.6,a4b436bf10,6.800
kimi-k2.6,2,870bc2e02b2c,repl-philosophy-001,gemini-3.1-pro,e38110c310,7.400
kimi-k2.6,2,2c3def001a55,repl-science-001,kimi-k2.6,64d77dccba,8.400
kimi-k2.6,2,32cc0839ccae,repl-science-001,gpt-5.5,8a9b400659,9.800
kimi-k2.6,2,7fa0e9434388,repl-science-001,gpt-5.5,c4cc12f996,7.200
kimi-k2.6,2,8468761e0895,repl-science-001,gemini-3.1-pro,fed7d58d0c,6.800
