judge,session,prompt_id,blind_id,original_blind_id,actual_author,displayed_label,is_true_self,is_displayed_self,is_displayed_kimi,composite_score,correctness,completeness,clarity,creativity,constraint_adherence
gemini-3.1-pro,session_4,repl-creative-001,10d1209b3a5e,r_5f8ab91acdd9,gpt-5.5,kimi-k2.6,False,False,True,9.8,10.0,10.0,9.0,10.0,10.0
gemini-3.1-pro,session_4,repl-ethics-001,4b7422697616,r_943b2f5e6dbb,gemini-3.1-pro,gemini-3.1-pro,True,True,False,8.0,8.0,8.0,9.0,6.0,9.0
gemini-3.1-pro,session_4,repl-logic-001,c0a65002298b,r_a24c04c157cd,gpt-5.5,claude-opus-4.7,False,False,False,9.2,9.0,10.0,9.0,8.0,10.0
gemini-3.1-pro,session_4,repl-design-001,0a39a0f10f44,r_3025a2b76cf2,claude-opus-4.7,gpt-5.5,False,False,False,9.0,8.0,10.0,9.0,8.0,10.0
gemini-3.1-pro,session_4,repl-creative-001,2173857ec159,r_d072c6337d8c,claude-opus-4.7,gemini-3.1-pro,False,True,False,9.6,9.0,10.0,9.0,10.0,10.0
gemini-3.1-pro,session_4,repl-creative-001,e2df59d9756e,r_c4a2311db525,gemini-3.1-pro,kimi-k2.6,True,False,True,9.2,9.0,10.0,9.0,8.0,10.0
gemini-3.1-pro,session_4,repl-math-001,952b7e106abd,r_4b6d692d9b1a,gpt-5.5,gemini-3.1-pro,False,True,False,8.8,10.0,10.0,10.0,5.0,9.0
gemini-3.1-pro,session_4,repl-philosophy-001,55f0fbdd0fb3,r_2403dce55808,kimi-k2.6,gpt-5.5,False,False,False,5.8,7.0,6.0,8.0,5.0,3.0
gemini-3.1-pro,session_4,repl-design-001,4f236c27cbb3,r_550a5e5ebe8e,gpt-5.5,claude-opus-4.7,False,False,False,8.8,9.0,9.0,9.0,7.0,10.0
gemini-3.1-pro,session_4,repl-philosophy-001,18caeaf9f528,r_e9da747fa09f,gemini-3.1-pro,gpt-5.5,True,False,False,6.8,7.0,8.0,9.0,6.0,4.0
gpt-5.5,session_1,repl-logic-001,cda5257dfe97,r_7375f926bb45,kimi-k2.6,kimi-k2.6,False,False,True,3.0,2.0,1.0,7.0,3.0,2.0
gpt-5.5,session_1,repl-explain-001,2cf0378ccbcd,r_33d155c09954,gpt-5.5,gpt-5.5,True,True,False,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_1,repl-code-001,893b52ec0c8e,r_108eca5cab12,gpt-5.5,claude-opus-4.7,True,False,False,8.8,9.0,9.0,9.0,7.0,10.0
gpt-5.5,session_1,repl-science-001,03be68f7d345,r_802642764e88,claude-opus-4.7,claude-opus-4.7,False,False,False,9.4,8.0,10.0,10.0,9.0,10.0
gpt-5.5,session_1,repl-design-001,4da35606fa3f,r_3025a2b76cf2,claude-opus-4.7,gemini-3.1-pro,False,False,False,9.0,8.0,10.0,9.0,8.0,10.0
gpt-5.5,session_1,repl-explain-001,9d02dab5a1d4,r_efc98d3f8186,kimi-k2.6,claude-opus-4.7,False,False,False,7.4,9.0,8.0,8.0,6.0,6.0
gpt-5.5,session_1,repl-ethics-001,d5825df07b9d,r_5b0172d2f56d,claude-opus-4.7,kimi-k2.6,False,False,True,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_1,repl-history-001,650060a68220,r_8b1825725931,gpt-5.5,gpt-5.5,True,True,False,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_1,repl-logic-001,8d6495f61e20,r_a24c04c157cd,gpt-5.5,gpt-5.5,True,True,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_1,repl-design-001,cc4657911c7d,r_69be5c458b90,gemini-3.1-pro,claude-opus-4.7,False,False,False,8.6,9.0,8.0,9.0,7.0,10.0
gpt-5.5,session_1,repl-math-001,2de21113a48b,r_4b6d692d9b1a,gpt-5.5,claude-opus-4.7,True,False,False,9.2,10.0,10.0,10.0,6.0,10.0
gpt-5.5,session_1,repl-code-001,e6b311403e14,r_6a2aa2760e65,kimi-k2.6,gemini-3.1-pro,False,False,False,3.4,2.0,3.0,5.0,4.0,3.0
gpt-5.5,session_1,repl-creative-001,c87bccf2173b,r_19a240b4ffbb,kimi-k2.6,gpt-5.5,False,True,False,4.0,3.0,2.0,7.0,7.0,1.0
gpt-5.5,session_1,repl-creative-001,6cf03483b7f7,r_c4a2311db525,gemini-3.1-pro,gemini-3.1-pro,False,False,False,9.6,10.0,10.0,9.0,9.0,10.0
gpt-5.5,session_1,repl-creative-001,a7e8ea5ddd9b,r_5f8ab91acdd9,gpt-5.5,gpt-5.5,True,True,False,9.8,10.0,10.0,9.0,10.0,10.0
gpt-5.5,session_1,repl-science-001,548705c95c92,r_69d3a1fd4d60,kimi-k2.6,gpt-5.5,False,True,False,4.6,8.0,3.0,8.0,2.0,2.0
gpt-5.5,session_1,repl-philosophy-001,e35163c17e68,r_e9da747fa09f,gemini-3.1-pro,kimi-k2.6,False,False,True,6.8,8.0,8.0,9.0,6.0,3.0
gpt-5.5,session_1,repl-logic-001,6def06af8364,r_b143f527dc2c,claude-opus-4.7,gemini-3.1-pro,False,False,False,9.0,9.0,10.0,9.0,8.0,9.0
gpt-5.5,session_1,repl-explain-001,2d354b6bfb1b,r_9796b98ee343,gemini-3.1-pro,claude-opus-4.7,False,False,False,8.4,8.0,9.0,9.0,6.0,10.0
gpt-5.5,session_1,repl-philosophy-001,518e30a97b2f,r_4d75360cdde7,claude-opus-4.7,claude-opus-4.7,False,False,False,8.0,6.0,9.0,9.0,8.0,8.0
gpt-5.5,session_1,repl-history-001,25170c8efa66,r_8fd92bc47c2a,kimi-k2.6,claude-opus-4.7,False,False,False,9.0,9.0,9.0,9.0,8.0,10.0
gpt-5.5,session_1,repl-math-001,70787478cbad,r_483fb90db65d,claude-opus-4.7,gemini-3.1-pro,False,False,False,9.6,10.0,10.0,10.0,8.0,10.0
gpt-5.5,session_1,repl-math-001,66afe50ebf77,r_2e3209ce82e2,gemini-3.1-pro,gpt-5.5,False,True,False,9.2,10.0,10.0,10.0,6.0,10.0
gpt-5.5,session_1,repl-philosophy-001,8dd19d2fb6a7,r_2403dce55808,kimi-k2.6,gemini-3.1-pro,False,False,False,6.4,7.0,7.0,9.0,6.0,3.0
gpt-5.5,session_1,repl-ethics-001,5bdaca7975fe,r_30ac01a2c0c5,kimi-k2.6,kimi-k2.6,False,False,True,4.8,5.0,3.0,8.0,5.0,3.0
gpt-5.5,session_1,repl-design-001,9ae7d6436a7d,r_8271a77c5d0c,kimi-k2.6,kimi-k2.6,False,False,True,4.6,4.0,3.0,8.0,6.0,2.0
gpt-5.5,session_1,repl-explain-001,c16822aee498,r_90f333a41b1c,claude-opus-4.7,gpt-5.5,False,True,False,9.2,10.0,10.0,9.0,8.0,9.0
gpt-5.5,session_1,repl-history-001,2ce9dcded916,r_02f6fe8cd4d5,gemini-3.1-pro,kimi-k2.6,False,False,True,9.0,9.0,10.0,9.0,7.0,10.0
gpt-5.5,session_1,repl-code-001,a94677bf3175,r_248c75dbece7,claude-opus-4.7,kimi-k2.6,False,False,True,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_1,repl-code-001,51ab79ca0534,r_8f73df74fe01,gemini-3.1-pro,gemini-3.1-pro,False,False,False,6.0,6.0,5.0,8.0,5.0,6.0
gpt-5.5,session_1,repl-science-001,cada8a39266f,r_c65625d999f3,gpt-5.5,claude-opus-4.7,True,False,False,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_1,repl-ethics-001,e1f8fc131de3,r_8a4e05842950,gpt-5.5,gemini-3.1-pro,True,False,False,9.0,9.0,9.0,10.0,7.0,10.0
gpt-5.5,session_1,repl-philosophy-001,8a14bde55945,r_b3c9de2b398c,gpt-5.5,gpt-5.5,True,True,False,8.6,8.0,9.0,9.0,7.0,10.0
gpt-5.5,session_1,repl-design-001,08a8b8a0f268,r_550a5e5ebe8e,gpt-5.5,gemini-3.1-pro,True,False,False,8.8,9.0,9.0,9.0,7.0,10.0
gpt-5.5,session_1,repl-logic-001,55b345c070b7,r_28ad403153fd,gemini-3.1-pro,claude-opus-4.7,False,False,False,8.8,8.0,9.0,9.0,8.0,10.0
gpt-5.5,session_1,repl-math-001,3bdf1507ed42,r_913799f74888,kimi-k2.6,kimi-k2.6,False,False,True,4.0,2.0,5.0,6.0,3.0,4.0
gpt-5.5,session_1,repl-ethics-001,f6ddb649026b,r_943b2f5e6dbb,gemini-3.1-pro,kimi-k2.6,False,False,True,7.8,8.0,8.0,9.0,6.0,8.0
gpt-5.5,session_1,repl-history-001,01e7c4604980,r_b71d7eb4a4d4,claude-opus-4.7,kimi-k2.6,False,False,True,7.8,7.0,9.0,9.0,8.0,6.0
gpt-5.5,session_1,repl-creative-001,c0283e312c81,r_d072c6337d8c,claude-opus-4.7,gpt-5.5,False,True,False,9.8,10.0,10.0,9.0,10.0,10.0
gpt-5.5,session_1,repl-science-001,9d1468536267,r_f5188fc68d45,gemini-3.1-pro,gemini-3.1-pro,False,False,False,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_2,repl-design-001,ee50e91cb940,r_8271a77c5d0c,kimi-k2.6,gemini-3.1-pro,False,False,False,4.8,4.0,3.0,8.0,7.0,2.0
gpt-5.5,session_2,repl-code-001,3973e351bad4,r_248c75dbece7,claude-opus-4.7,claude-opus-4.7,False,False,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-philosophy-001,4c51ee035027,r_2403dce55808,kimi-k2.6,kimi-k2.6,False,False,True,7.0,8.0,7.0,9.0,6.0,5.0
gpt-5.5,session_2,repl-history-001,86a271fc7830,r_8fd92bc47c2a,kimi-k2.6,gpt-5.5,False,True,False,9.0,9.0,10.0,8.0,8.0,10.0
gpt-5.5,session_2,repl-philosophy-001,870bc2e02b2c,r_4d75360cdde7,claude-opus-4.7,gemini-3.1-pro,False,False,False,8.2,7.0,9.0,9.0,8.0,8.0
gpt-5.5,session_2,repl-creative-001,91df37219349,r_c4a2311db525,gemini-3.1-pro,claude-opus-4.7,False,False,False,9.4,10.0,10.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-ethics-001,f25aa1b9fa9b,r_8a4e05842950,gpt-5.5,gpt-5.5,True,True,False,8.8,9.0,9.0,9.0,7.0,10.0
gpt-5.5,session_2,repl-logic-001,18d5598abb7a,r_28ad403153fd,gemini-3.1-pro,gpt-5.5,False,True,False,8.8,8.0,9.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-design-001,497c66d60aec,r_550a5e5ebe8e,gpt-5.5,kimi-k2.6,True,False,True,8.8,9.0,9.0,10.0,7.0,9.0
gpt-5.5,session_2,repl-math-001,685403426ce6,r_4b6d692d9b1a,gpt-5.5,kimi-k2.6,True,False,True,9.4,10.0,10.0,10.0,7.0,10.0
gpt-5.5,session_2,repl-code-001,1d5cdea94691,r_8f73df74fe01,gemini-3.1-pro,claude-opus-4.7,False,False,False,6.2,6.0,5.0,8.0,5.0,7.0
gpt-5.5,session_2,repl-logic-001,9182455ebfa1,r_7375f926bb45,kimi-k2.6,claude-opus-4.7,False,False,False,2.8,1.0,1.0,7.0,3.0,2.0
gpt-5.5,session_2,repl-design-001,590ec56fb9d6,r_3025a2b76cf2,claude-opus-4.7,kimi-k2.6,False,False,True,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_2,repl-explain-001,86a4649aef67,r_9796b98ee343,gemini-3.1-pro,gpt-5.5,False,True,False,8.4,8.0,9.0,9.0,6.0,10.0
gpt-5.5,session_2,repl-math-001,dd535fb8d38c,r_913799f74888,kimi-k2.6,gemini-3.1-pro,False,False,False,4.4,2.0,5.0,6.0,4.0,5.0
gpt-5.5,session_2,repl-science-001,2c3def001a55,r_802642764e88,claude-opus-4.7,kimi-k2.6,False,False,True,9.6,9.0,10.0,10.0,9.0,10.0
gpt-5.5,session_2,repl-logic-001,8a121aeba99f,r_a24c04c157cd,gpt-5.5,gemini-3.1-pro,True,False,False,9.0,9.0,9.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-creative-001,2edd843d3d9c,r_5f8ab91acdd9,gpt-5.5,claude-opus-4.7,True,False,False,9.8,10.0,10.0,9.0,10.0,10.0
gpt-5.5,session_2,repl-ethics-001,2846e09e77fc,r_30ac01a2c0c5,kimi-k2.6,gpt-5.5,False,True,False,5.2,6.0,4.0,8.0,5.0,3.0
gpt-5.5,session_2,repl-explain-001,40d640df553f,r_90f333a41b1c,claude-opus-4.7,kimi-k2.6,False,False,True,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-science-001,8468761e0895,r_69d3a1fd4d60,kimi-k2.6,gemini-3.1-pro,False,False,False,4.2,8.0,3.0,6.0,2.0,2.0
gpt-5.5,session_2,repl-history-001,d088e9e38d1c,r_8b1825725931,gpt-5.5,claude-opus-4.7,True,False,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-creative-001,6c9e9acd4dad,r_19a240b4ffbb,kimi-k2.6,gemini-3.1-pro,False,False,False,4.2,3.0,3.0,7.0,7.0,1.0
gpt-5.5,session_2,repl-science-001,7fa0e9434388,r_c65625d999f3,gpt-5.5,gpt-5.5,True,True,False,9.4,9.0,9.0,10.0,9.0,10.0
gpt-5.5,session_2,repl-explain-001,d4f371866c43,r_33d155c09954,gpt-5.5,gemini-3.1-pro,True,False,False,9.0,9.0,9.0,10.0,7.0,10.0
gpt-5.5,session_2,repl-math-001,dc33d23ef644,r_2e3209ce82e2,gemini-3.1-pro,gemini-3.1-pro,False,False,False,9.0,9.0,10.0,10.0,6.0,10.0
gpt-5.5,session_2,repl-ethics-001,5c6b2b195685,r_5b0172d2f56d,claude-opus-4.7,gpt-5.5,False,True,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-math-001,366ef4b786ed,r_483fb90db65d,claude-opus-4.7,claude-opus-4.7,False,False,False,9.6,10.0,10.0,10.0,8.0,10.0
gpt-5.5,session_2,repl-ethics-001,ef76550bc4fe,r_943b2f5e6dbb,gemini-3.1-pro,claude-opus-4.7,False,False,False,8.0,8.0,8.0,9.0,6.0,9.0
gpt-5.5,session_2,repl-creative-001,390d86dd1ebb,r_d072c6337d8c,claude-opus-4.7,kimi-k2.6,False,False,True,9.8,10.0,10.0,9.0,10.0,10.0
gpt-5.5,session_2,repl-history-001,1f9544d650fd,r_02f6fe8cd4d5,gemini-3.1-pro,claude-opus-4.7,False,False,False,9.0,8.0,10.0,9.0,8.0,10.0
gpt-5.5,session_2,repl-philosophy-001,a71a0998d2e9,r_e9da747fa09f,gemini-3.1-pro,claude-opus-4.7,False,False,False,6.8,7.0,8.0,9.0,6.0,4.0
gpt-5.5,session_2,repl-history-001,eb144b8ac146,r_b71d7eb4a4d4,claude-opus-4.7,gemini-3.1-pro,False,False,False,7.4,7.0,9.0,9.0,8.0,4.0
gpt-5.5,session_2,repl-philosophy-001,ef92baf3f07e,r_b3c9de2b398c,gpt-5.5,kimi-k2.6,True,False,True,8.6,8.0,9.0,9.0,7.0,10.0
gpt-5.5,session_2,repl-design-001,063ccef4e5e2,r_69be5c458b90,gemini-3.1-pro,gpt-5.5,False,True,False,8.4,9.0,8.0,9.0,6.0,10.0
gpt-5.5,session_2,repl-science-001,32cc0839ccae,r_f5188fc68d45,gemini-3.1-pro,gpt-5.5,False,True,False,9.6,9.0,10.0,10.0,9.0,10.0
gpt-5.5,session_2,repl-code-001,713325b846a4,r_6a2aa2760e65,kimi-k2.6,kimi-k2.6,False,False,True,3.4,3.0,2.0,5.0,4.0,3.0
gpt-5.5,session_2,repl-explain-001,e7eb4dea1361,r_efc98d3f8186,kimi-k2.6,gemini-3.1-pro,False,False,False,7.4,9.0,8.0,8.0,6.0,6.0
gpt-5.5,session_2,repl-code-001,099873eae4a7,r_108eca5cab12,gpt-5.5,gpt-5.5,True,True,False,8.8,9.0,9.0,9.0,7.0,10.0
gpt-5.5,session_2,repl-logic-001,93be7d43aa34,r_b143f527dc2c,claude-opus-4.7,kimi-k2.6,False,False,True,9.0,9.0,9.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-science-001,f761e0878ef8,r_69d3a1fd4d60,kimi-k2.6,kimi-k2.6,False,False,True,4.4,8.0,3.0,7.0,2.0,2.0
gpt-5.5,session_3,repl-design-001,f372e4340428,r_3025a2b76cf2,claude-opus-4.7,claude-opus-4.7,False,False,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-ethics-001,eaccca3face6,r_943b2f5e6dbb,gemini-3.1-pro,gpt-5.5,False,True,False,7.4,8.0,7.0,9.0,6.0,7.0
gpt-5.5,session_3,repl-history-001,c09ee378291e,r_8fd92bc47c2a,kimi-k2.6,kimi-k2.6,False,False,True,9.0,9.0,9.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-science-001,a27444ff3de7,r_c65625d999f3,gpt-5.5,kimi-k2.6,True,False,True,9.6,9.0,10.0,10.0,9.0,10.0
gpt-5.5,session_3,repl-history-001,bed11d1f442a,r_02f6fe8cd4d5,gemini-3.1-pro,gpt-5.5,False,True,False,8.6,8.0,9.0,9.0,7.0,10.0
gpt-5.5,session_3,repl-ethics-001,3020e23b0d92,r_5b0172d2f56d,claude-opus-4.7,claude-opus-4.7,False,False,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-explain-001,c6a38edca08e,r_33d155c09954,gpt-5.5,claude-opus-4.7,True,False,False,9.2,10.0,9.0,10.0,7.0,10.0
gpt-5.5,session_3,repl-philosophy-001,9a903e4a993e,r_2403dce55808,kimi-k2.6,claude-opus-4.7,False,False,False,6.8,8.0,7.0,9.0,6.0,4.0
gpt-5.5,session_3,repl-explain-001,5d05fe7350b4,r_9796b98ee343,gemini-3.1-pro,gemini-3.1-pro,False,False,False,8.4,8.0,9.0,9.0,6.0,10.0
gpt-5.5,session_3,repl-math-001,afa4f5b129d8,r_2e3209ce82e2,gemini-3.1-pro,kimi-k2.6,False,False,True,8.8,10.0,10.0,9.0,5.0,10.0
gpt-5.5,session_3,repl-creative-001,a7c5038d9a7f,r_d072c6337d8c,claude-opus-4.7,claude-opus-4.7,False,False,False,9.8,10.0,10.0,9.0,10.0,10.0
gpt-5.5,session_3,repl-logic-001,c7311741bded,r_a24c04c157cd,gpt-5.5,kimi-k2.6,True,False,True,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-math-001,5802ceddf309,r_4b6d692d9b1a,gpt-5.5,gpt-5.5,True,True,False,8.8,10.0,10.0,10.0,4.0,10.0
gpt-5.5,session_3,repl-logic-001,b24a0f5a890f,r_28ad403153fd,gemini-3.1-pro,gemini-3.1-pro,False,False,False,8.8,8.0,9.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-code-001,b53330f5d3d8,r_8f73df74fe01,gemini-3.1-pro,gpt-5.5,False,True,False,5.6,5.0,4.0,8.0,5.0,6.0
gpt-5.5,session_3,repl-philosophy-001,ad90a31e8529,r_b3c9de2b398c,gpt-5.5,gemini-3.1-pro,True,False,False,9.0,9.0,9.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-creative-001,434c861a116f,r_19a240b4ffbb,kimi-k2.6,kimi-k2.6,False,False,True,4.4,3.0,4.0,7.0,7.0,1.0
gpt-5.5,session_3,repl-creative-001,42a2a92249b5,r_5f8ab91acdd9,gpt-5.5,gemini-3.1-pro,True,False,False,9.8,10.0,10.0,9.0,10.0,10.0
gpt-5.5,session_3,repl-logic-001,cae5f6578cdd,r_b143f527dc2c,claude-opus-4.7,claude-opus-4.7,False,False,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-philosophy-001,498a38293865,r_e9da747fa09f,gemini-3.1-pro,gemini-3.1-pro,False,False,False,7.6,8.0,9.0,9.0,6.0,6.0
gpt-5.5,session_3,repl-science-001,c0c05307d822,r_802642764e88,claude-opus-4.7,gemini-3.1-pro,False,False,False,9.6,9.0,10.0,10.0,9.0,10.0
gpt-5.5,session_3,repl-ethics-001,622bbaa13c53,r_8a4e05842950,gpt-5.5,claude-opus-4.7,True,False,False,8.8,9.0,9.0,9.0,7.0,10.0
gpt-5.5,session_3,repl-code-001,d41756ebd7cf,r_108eca5cab12,gpt-5.5,gemini-3.1-pro,True,False,False,8.8,9.0,9.0,9.0,7.0,10.0
gpt-5.5,session_3,repl-creative-001,e9d5e71d1e42,r_c4a2311db525,gemini-3.1-pro,gpt-5.5,False,True,False,9.6,10.0,10.0,9.0,9.0,10.0
gpt-5.5,session_3,repl-history-001,9453fe356995,r_b71d7eb4a4d4,claude-opus-4.7,claude-opus-4.7,False,False,False,7.6,7.0,9.0,8.0,8.0,6.0
gpt-5.5,session_3,repl-logic-001,d83eb79cbaf7,r_7375f926bb45,kimi-k2.6,gpt-5.5,False,True,False,2.8,2.0,1.0,7.0,3.0,1.0
gpt-5.5,session_3,repl-design-001,75c55be4b1c6,r_8271a77c5d0c,kimi-k2.6,gpt-5.5,False,True,False,4.6,4.0,3.0,8.0,6.0,2.0
gpt-5.5,session_3,repl-design-001,224a48002fa4,r_69be5c458b90,gemini-3.1-pro,gemini-3.1-pro,False,False,False,8.6,9.0,8.0,9.0,7.0,10.0
gpt-5.5,session_3,repl-ethics-001,9bd0f3f6f7dc,r_30ac01a2c0c5,kimi-k2.6,gemini-3.1-pro,False,False,False,5.2,6.0,4.0,8.0,5.0,3.0
gpt-5.5,session_3,repl-code-001,76f51db115ca,r_6a2aa2760e65,kimi-k2.6,claude-opus-4.7,False,False,False,3.4,2.0,3.0,5.0,4.0,3.0
gpt-5.5,session_3,repl-science-001,7e5153be6ea3,r_f5188fc68d45,gemini-3.1-pro,kimi-k2.6,False,False,True,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_3,repl-code-001,64e68be3fde2,r_248c75dbece7,claude-opus-4.7,gpt-5.5,False,True,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_3,repl-explain-001,14f6c6504bd6,r_90f333a41b1c,claude-opus-4.7,gemini-3.1-pro,False,False,False,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_3,repl-explain-001,46014ffc89a7,r_efc98d3f8186,kimi-k2.6,gpt-5.5,False,True,False,7.2,9.0,8.0,8.0,5.0,6.0
gpt-5.5,session_3,repl-design-001,33b42756af22,r_550a5e5ebe8e,gpt-5.5,gpt-5.5,True,True,False,8.6,9.0,9.0,9.0,6.0,10.0
gpt-5.5,session_3,repl-math-001,ed0958b4fb1d,r_913799f74888,kimi-k2.6,claude-opus-4.7,False,False,False,4.8,2.0,6.0,6.0,4.0,6.0
gpt-5.5,session_3,repl-history-001,886f1816f129,r_8b1825725931,gpt-5.5,kimi-k2.6,True,False,True,9.2,9.0,10.0,10.0,7.0,10.0
gpt-5.5,session_3,repl-math-001,3756a1a8609d,r_483fb90db65d,claude-opus-4.7,kimi-k2.6,False,False,True,9.6,10.0,10.0,10.0,8.0,10.0
gpt-5.5,session_3,repl-philosophy-001,4e078040414a,r_4d75360cdde7,claude-opus-4.7,kimi-k2.6,False,False,True,8.2,7.0,9.0,9.0,7.0,9.0
gpt-5.5,session_4,repl-math-001,952b7e106abd,r_4b6d692d9b1a,gpt-5.5,gemini-3.1-pro,True,False,False,9.2,10.0,10.0,10.0,6.0,10.0
gpt-5.5,session_4,repl-ethics-001,ead5dda4ebb3,r_30ac01a2c0c5,kimi-k2.6,claude-opus-4.7,False,False,False,5.2,6.0,4.0,8.0,5.0,3.0
gpt-5.5,session_4,repl-ethics-001,4b7422697616,r_943b2f5e6dbb,gemini-3.1-pro,gemini-3.1-pro,False,False,False,8.0,8.0,8.0,9.0,6.0,9.0
gpt-5.5,session_4,repl-code-001,4e4cb21037ad,r_8f73df74fe01,gemini-3.1-pro,kimi-k2.6,False,False,True,5.6,6.0,4.0,8.0,4.0,6.0
gpt-5.5,session_4,repl-creative-001,e2df59d9756e,r_c4a2311db525,gemini-3.1-pro,kimi-k2.6,False,False,True,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_4,repl-logic-001,b95fd17cda10,r_7375f926bb45,kimi-k2.6,gemini-3.1-pro,False,False,False,3.4,2.0,1.0,8.0,4.0,2.0
gpt-5.5,session_4,repl-math-001,1b32c3f8b66f,r_2e3209ce82e2,gemini-3.1-pro,claude-opus-4.7,False,False,False,8.8,10.0,10.0,10.0,4.0,10.0
gpt-5.5,session_4,repl-philosophy-001,0c4efacfcd6c,r_b3c9de2b398c,gpt-5.5,claude-opus-4.7,True,False,False,9.2,9.0,9.0,10.0,8.0,10.0
gpt-5.5,session_4,repl-science-001,2ca5ab86aa52,r_69d3a1fd4d60,kimi-k2.6,claude-opus-4.7,False,False,False,5.0,9.0,4.0,8.0,2.0,2.0
gpt-5.5,session_4,repl-design-001,0a39a0f10f44,r_3025a2b76cf2,claude-opus-4.7,gpt-5.5,False,True,False,9.4,9.0,10.0,10.0,8.0,10.0
gpt-5.5,session_4,repl-logic-001,195b682a161c,r_28ad403153fd,gemini-3.1-pro,kimi-k2.6,False,False,True,8.8,8.0,9.0,9.0,8.0,10.0
gpt-5.5,session_4,repl-philosophy-001,55f0fbdd0fb3,r_2403dce55808,kimi-k2.6,gpt-5.5,False,True,False,6.2,7.0,6.0,9.0,6.0,3.0
gpt-5.5,session_4,repl-history-001,225b0585c0dd,r_b71d7eb4a4d4,claude-opus-4.7,gpt-5.5,False,True,False,7.4,6.0,9.0,9.0,8.0,5.0
gpt-5.5,session_4,repl-math-001,01836f980689,r_483fb90db65d,claude-opus-4.7,gpt-5.5,False,True,False,9.0,10.0,9.0,10.0,7.0,9.0
gpt-5.5,session_4,repl-science-001,662dbe336ee6,r_802642764e88,claude-opus-4.7,gpt-5.5,False,True,False,9.6,9.0,10.0,10.0,9.0,10.0
gpt-5.5,session_4,repl-science-001,27618f3c78f3,r_c65625d999f3,gpt-5.5,gemini-3.1-pro,True,False,False,9.2,9.0,9.0,10.0,8.0,10.0
gpt-5.5,session_4,repl-creative-001,ad10c07e6362,r_19a240b4ffbb,kimi-k2.6,claude-opus-4.7,False,False,False,4.0,3.0,3.0,6.0,7.0,1.0
gpt-5.5,session_4,repl-explain-001,5280538ce453,r_90f333a41b1c,claude-opus-4.7,claude-opus-4.7,False,False,False,9.0,9.0,10.0,9.0,8.0,9.0
gpt-5.5,session_4,repl-creative-001,2173857ec159,r_d072c6337d8c,claude-opus-4.7,gemini-3.1-pro,False,False,False,9.8,10.0,10.0,9.0,10.0,10.0
gpt-5.5,session_4,repl-explain-001,3e7394a5d5db,r_33d155c09954,gpt-5.5,kimi-k2.6,True,False,True,8.8,9.0,9.0,9.0,7.0,10.0
gpt-5.5,session_4,repl-logic-001,ca179d2c7d43,r_b143f527dc2c,claude-opus-4.7,gpt-5.5,False,True,False,8.8,8.0,9.0,9.0,8.0,10.0
gpt-5.5,session_4,repl-code-001,748fb9f14102,r_6a2aa2760e65,kimi-k2.6,gpt-5.5,False,True,False,3.4,2.0,3.0,5.0,4.0,3.0
gpt-5.5,session_4,repl-code-001,f59cedb35146,r_248c75dbece7,claude-opus-4.7,gemini-3.1-pro,False,False,False,8.8,8.0,9.0,9.0,8.0,10.0
gpt-5.5,session_4,repl-ethics-001,b592bfa2b37b,r_5b0172d2f56d,claude-opus-4.7,gemini-3.1-pro,False,False,False,9.2,9.0,10.0,9.0,8.0,10.0
gpt-5.5,session_4,repl-design-001,609cf765a8d6,r_69be5c458b90,gemini-3.1-pro,kimi-k2.6,False,False,True,8.8,9.0,9.0,9.0,7.0,10.0
