judge,author,prompt_id,category,condition,correctness,completeness,clarity,creativity,constraint_adherence
gemini-3.1-pro,claude-opus-4.7,translate-001,translation,c1,8,9,9,7,9
gemini-3.1-pro,claude-opus-4.7,translate-002,translation,c1,8,9,9,7,9
gemini-3.1-pro,gemini-3.1-pro,translate-002,translation,c1,8,8,9,7,9
gemini-3.1-pro,kimi-k2.6,translate-002,translation,c1,8,8,9,7,9
gemini-3.1-pro,gpt-5.5,translate-002,translation,c1,8,8,8,7,9
gemini-3.1-pro,kimi-k2.6,science-001,reasoning,c1,8,8,8,7,9
gemini-3.1-pro,claude-opus-4.7,science-001,reasoning,c1,8,9,9,7,9
gemini-3.1-pro,gpt-5.5,science-001,reasoning,c1,8,8,8,7,9
gemini-3.1-pro,gemini-3.1-pro,science-001,reasoning,c1,8,8,8,7,9
gemini-3.1-pro,claude-opus-4.7,science-002,reasoning,c1,8,9,9,7,9
gemini-3.1-pro,kimi-k2.6,science-002,reasoning,c1,8,9,8,7,9
gemini-3.1-pro,gpt-5.5,science-002,reasoning,c1,8,9,8,7,9
gemini-3.1-pro,gemini-3.1-pro,science-002,reasoning,c1,8,9,8,7,9
gemini-3.1-pro,gemini-3.1-pro,history-001,reasoning,c1,8,9,8,7,9
gemini-3.1-pro,claude-opus-4.7,history-001,reasoning,c1,8,9,9,7,9
gemini-3.1-pro,kimi-k2.6,history-001,reasoning,c1,8,9,8,7,9
gemini-3.1-pro,gpt-5.5,history-001,reasoning,c1,8,9,8,7,9
gemini-3.1-pro,gpt-5.5,economics-001,reasoning,c1,8,9,8,7,9
gemini-3.1-pro,kimi-k2.6,economics-001,reasoning,c1,8,8,7,6,9
gemini-3.1-pro,claude-opus-4.7,economics-001,reasoning,c1,8,9,9,7,9
gemini-3.1-pro,gemini-3.1-pro,economics-001,reasoning,c1,8,9,9,7,9
gemini-3.1-pro,gpt-5.5,philosophy-001,ethics,c1,8,8,8,7,9
gemini-3.1-pro,gemini-3.1-pro,philosophy-001,ethics,c1,8,9,8,7,9
gemini-3.1-pro,claude-opus-4.7,philosophy-001,ethics,c1,8,9,9,7,9
gemini-3.1-pro,kimi-k2.6,philosophy-001,ethics,c1,8,9,8,7,9
gemini-3.1-pro,kimi-k2.6,creative-005,creative,c1,8,8,8,9,9
gemini-3.1-pro,gemini-3.1-pro,creative-005,creative,c1,8,8,8,9,9
gemini-3.1-pro,claude-opus-4.7,creative-005,creative,c1,8,8,8,9,9
gemini-3.1-pro,gpt-5.5,creative-005,creative,c1,8,8,8,9,9
