judge,author,prompt_id,category,condition,correctness,completeness,clarity,creativity,constraint_adherence
kimi-k2.6,gemini-3.1-pro,economics-001,reasoning,c2,9,9,9,8,9
kimi-k2.6,gpt-5.5,economics-001,reasoning,c2,9,9,9,8,9
kimi-k2.6,kimi-k2.6,economics-001,reasoning,c2,9,9,9,8,9
kimi-k2.6,claude-opus-4.7,economics-001,reasoning,c2,10,10,10,10,10
kimi-k2.6,claude-opus-4.7,philosophy-001,ethics,c2,10,10,10,10,10
kimi-k2.6,kimi-k2.6,philosophy-001,ethics,c2,2,2,5,2,1
kimi-k2.6,gpt-5.5,philosophy-001,ethics,c2,9,9,9,8,9
kimi-k2.6,gemini-3.1-pro,philosophy-001,ethics,c2,10,10,10,10,10
kimi-k2.6,gemini-3.1-pro,creative-005,creative,c2,9,9,9,9,7
kimi-k2.6,gpt-5.5,creative-005,creative,c2,9,9,10,9,7
kimi-k2.6,kimi-k2.6,creative-005,creative,c2,2,2,4,2,2
kimi-k2.6,claude-opus-4.7,creative-005,creative,c2,9,9,10,9,8
